id	broker_name	collected_by	center_name
3607		Colorado Department of Public Health and Environment	SUB10813111
3608		Utah Public Health Laboratory	SUB10813291
3609		Texas Department of State Health Services	SUB10813337
3610		Molecular Pathology Laboratory, Univ. of Illinois at Chicago	SUB10813349
3611		Colorado Department of Public Health and Environment	SUB10813374
3612		New Mexico Department of Health Scientific Laboratory	SUB10813393
3613		Orange County Public Health Laboratory	SUB10813455
3614		CDPHE	SUB10813572
3615		CDPHE	SUB10813577
3616		CDPHE	SUB10813580
3617		CDPHE	SUB10813582
3618		CDPHE	SUB10813583
3619		CDPHE	SUB10813584
3620		Central Health Laboratory,Ministry of Health and Wellness	SUB10814953
3621		National Health Laboratory service	SUB10814978
3622		CAPRISA	SUB10814978
3623		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10815212
3624		MGG Civil hospital, Navasari	SUB10815212
3626		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10815212
3627		Sanjeevani Metropolis, Rajkot	SUB10815212
3628		Zydus Hospital, Ahmedabad	SUB10815212
3629		General Civil Hospital, Mehsana	SUB10815212
3630		Pramukhswami Medical College, Karamsad	SUB10815212
3631		Shantabaa Medical College, Amreli	SUB10815212
3632		Unipath Speciality Laboratory Limited, Vadodara	SUB10815212
3633		Pangenomics, Ahmedabad	SUB10815231
3634		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10815231
3635		M.G.S General Hospital,Surendranagar	SUB10815231
3636		Northstar Pathology Lab, Ahmedabad	SUB10815231
3637		P.D.U Medical College Rajkot	SUB10815231
3638		CDPHE	SUB10815244
3639		North Carolina State Laboratory of Public Health	SUB10815349
3640		TPMG Regional Laboratory	SUB10815369
3641		Montana Public Health Laboratory	SUB10815396
3642		Montana Public Health Laboratory	SUB10815405
3643		Covid Laboratory Biogem	SUB10815624
3644		National Health Laboratory service	SUB10815825
3645		National Health Service Laboratory	SUB10815825
3646		CAPRISA	SUB10815825
3647		MRC	SUB10815825
3648		UWHC	SUB10815924
3649		Texas Department of State Health Services	SUB10815957
3650		UWHC	SUB10815976
3651		UWHC	SUB10815990
3652		NJDOH, Public Health and Environmental Laboratories	SUB10815997
3653		NJDOH, Public Health and Environmental Laboratories	SUB10816028
3654		Colorado Department of Public Health and Environment	SUB10816050
3655		Colorado Department of Public Health and Environment	SUB10816109
3656		CDPH VBL	SUB10816335
3657		CDPH VBL	SUB10816339
3658		CDPH VBL	SUB10816342
3659		CDPH VBL	SUB10816344
3660		CDPH VBL	SUB10816346
3661		CDPH VBL	SUB10816350
3662		CDPH VBL	SUB10816355
3663		CDPH VBL	SUB10816403
3664			SUB10818841
3665		Pangenomics, Ahmedabad	SUB10818864
3666		Pathocare Pathology laboratory,Vadodara	SUB10818864
3667		GMERS Medical College, Gotri	SUB10818864
3668		M.P Shah Goverment Medical College,Jamnagar	SUB10818864
3669		P.D.U Medical College Rajkot	SUB10818864
3670		Zydus Hospital, Ahmedabad	SUB10818864
3671		Colorado Department of Public Health and Environment	SUB10819429
3672		CDPH VBL	SUB10819459
3673		Colorado Department of Public Health and Environment	SUB10819523
3674		Colorado Department of Public Health and Environment	SUB10819585
3675		TPMG Regional Laboratory	SUB10819643
3676		CDPH VBL	SUB10819644
3677		CDPH VBL	SUB10820505
3678		Utah Public Health Laboratory	SUB10820856
3679		self	SUB10821127
3680		SN Genelab Pvt. Ltd, Surat	SUB10822644
3681		Sanjeevani Metropolis, Rajkot	SUB10822644
3682		Invitro Speciality laboratory, Ahmedabad	SUB10822644
3683		Pramukhswami Medical college, Karamsad	SUB10822644
3684		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10822644
3685		Zydus Hospital, Ahmedabad	SUB10822644
3686		Neuberg Supratech Reference Laboratory, Ahmedabad	SUB10822644
3687		Symmers Path Care, Bopal	SUB10822644
3688		Pangenomics, Ahmedabad	SUB10822659
3689		Neuberg Supratech Reference Laboratory, Ahmedabad	SUB10822659
3690		General Hospital Petlad, Anand	SUB10822659
3691		Northstar Pathology Lab, Ahmedabad	SUB10822659
3692		M.P Shah Goverment Medical College,Jamnagar	SUB10822659
3693		Invitro Speciality laboratory, Ahmedabad	SUB10822659
3694		GMERS Medical College, Gotri	SUB10822659
3695		Sterling Accuris, Surat	SUB10822659
3696		Muljibhai Patel Urological Hospital, Nadiad	SUB10822659
3697		Eugene Molecular Laboratory, Ahmedabad	SUB10822659
3698		Sanjeevani Metropolis, Rajkot	SUB10822659
3699		Rivaara Lab, Ahmedabad	SUB10822659
3700		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10822659
3701		Sterling Accuris, Bhavnagar	SUB10822659
3702		Symmers Path Care, Bopal	SUB10822659
3703		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10822659
3704		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10822659
3705		GMERS Medical College, Gandhinagar	SUB10822694
3706		Northstar Pathology Lab, Ahmedabad	SUB10822694
3707		GMERS Medical College, Vadnagar	SUB10822694
3708		Pangenomics, Ahmedabad	SUB10822694
3709		Pathocare Pathology laboratory,Vadodara	SUB10822694
3710		Eugene Molecular Laboratory, Ahmedabad	SUB10822694
3711		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10822694
3712		PrimBio Research Institute	SUB10823027
3713		PrimBio Research Institute	SUB10823486
3714		North Carolina State Laboratory of Public Health	SUB10823588
3715		State Hygienic Laboratory at the University of Iowa	SUB10823819
3716		Colorado Department of Public Health and Environment	SUB10823836
3717		NJDOH, Public Health and Environmental Laboratories	SUB10823895
3718		UeS	SUB10823920
3719		ZSFGH	SUB10823920
3720		UWHC	SUB10823949
3721		CDPH VBL	SUB10824040
3722		Texas Department of State Health Services	SUB10824094
3723		Montana Public Health Laboratory	SUB10824100
3724		Montana Public Health Laboratory	SUB10824150
3725		Montana Public Health Laboratory	SUB10824152
3726		Wisconsin State Laboratory of Hygiene	SUB10824172
3727		Texas Department of State Health Services	SUB10824276
3728		Utah Public Health Laboratory	SUB10828758
3730		UWHC	SUB10829258
3731		UWHC	SUB10829275
3732		UWHC	SUB10829317
3733		Colorado Department of Public Health and Environment	SUB10829426
3734		Colorado Department of Public Health and Environment	SUB10829839
3735		MARIAN MEDICAL CENTER LAB	SUB10829952
3736		SIERRA VISTA RMC LAB	SUB10829952
3737		County of San Luis Obispo Public Health Laboratory	SUB10829952
3738		TWIN CITIES COMM. HOSP LAB	SUB10829952
3739		CAL POLY HEALTH CENTER	SUB10829952
3740		Vanderbilt University Medical Center - Suman R. Das Lab	SUB10829994
3741		Sterling Accuris, Surat	SUB10836533
3742		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10836533
3743		MGG Civil hospital, Navasari	SUB10836533
3744		Toprani Advanced Lab system,Vadodara	SUB10836533
3745		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10836533
3746		Pangenomics, Ahmedabad	SUB10836533
3747		Cell care pathology laboratory, Ahmedabad	SUB10836533
3748		Pathocare Pathology laboratory,Vadodara	SUB10836533
3749		Zydus Hospital, Ahmedabad	SUB10836533
3750		Olive View Medical Center	SUB10836987
3751		Providence Saint John&apos;s Health Center	SUB10836987
3752		Palmdale Regional Medical Center	SUB10836987
3753		PIH Health Whittier Hospital	SUB10836987
3754		Henry Mayo Newhall Hospital	SUB10836987
3755		UCLA Clinical Micro Lab	SUB10836987
3756		modMD	SUB10836987
3757		Huntington Memorial Hospital	SUB10836987
3758		Pomona Valley Hospital Medical Center	SUB10836987
3759		Bio Lab	SUB10836987
3760		Los Angeles County Public Health Laboratories	SUB10836987
3761		USC Clinical Lab	SUB10836987
3762		Torrance Memorial Medical Center	SUB10836987
3763		Quantgene Lab	SUB10836987
3764		Diagnostic Laboratory Science	SUB10836987
3765		Clarity Mobile Venture	SUB10836987
3766		Saint Francis Medical Center	SUB10836987
3767		Curative Labs	SUB10836987
3768		OmniPathology Laboratory	SUB10836987
3769		USC Verdugo Hills Hospital	SUB10836987
3770		Fulgent Genetics	SUB10836987
3771		Nobility Health	SUB10836987
3772		Colorado Department of Public Health and Environment	SUB10837341
3773		UWHC	SUB10837371
3774		NJDOH, Public Health and Environmental Laboratories	SUB10837386
3775		South Dakota Public Health Laboratory	SUB10837394
3776		New Mexico Department of Health Scientific Laboratory	SUB10837477
3777		CDPH VBL	SUB10837483
3778		FYR Diagnostics	SUB10837512
3779		FYR Diagnostics	SUB10837570
3780		UWHC	SUB10837578
3781		New Mexico Department of Health Scientific Laboratory	SUB10837585
3782		UWHC	SUB10837587
3783		Montana Public Health Laboratory	SUB10837590
3784		FYR Diagnostics	SUB10837630
3785		Texas Department of State Health Services	SUB10837651
3786		NP-Swab	SUB10838094
3787		CDPHE	SUB10838129
3788		CDPHE	SUB10838173
3789		CDPHE	SUB10838195
3790		CDPHE	SUB10838198
3791		CDPHE	SUB10838203
3792		CDPHE	SUB10838234
3793		CDPHE	SUB10838235
3794		CDPHE	SUB10838238
3795		CDPHE	SUB10838241
3796		TPMG Regional Laboratory	SUB10838268
3797		TPMG Regional Laboratory	SUB10838276
3798		CDPH VBL	SUB10838281
3799		Los Angeles County Public Health Laboratories	SUB10838357
3800		Torrance Memorial Medical Center	SUB10838357
3801		Flow Diagnostics Lab	SUB10838357
3802		Henry Mayo Newhall Hospital	SUB10838357
3803		Diagnostic Laboratory Science	SUB10838357
3804		Olive View Medical Center	SUB10838357
3805		Saint Francis Medical Center	SUB10838357
3806		Martin Luther King, Jr. Outpatient Center	SUB10838357
3807		Fulgent Genetics	SUB10838357
3808		Pomona Valley Hospital Medical Center	SUB10838357
3809		California Hospital Medical Center	SUB10838357
3810		Bio Lab	SUB10838357
3811		Huntington Memorial Hospital	SUB10838357
3812		Palmdale Regional Medical Center	SUB10838357
3813		UCI Medical Center	SUB10838357
3814		Providence Saint John&apos;s Health Center	SUB10838357
3815		HealthQuest Esoterics	SUB10838357
3816		UCLA Clinical Micro Lab	SUB10838357
3817		PIH Health Whittier Hospital	SUB10838357
3818		modMD	SUB10838357
3819		Martin Luther King Jr. Community Hospital	SUB10838357
3820		Cedars-Sinai Medical Center	SUB10838357
3821		USC Clinical Lab	SUB10838357
3822		Montana Public Health Laboratory	SUB10844275
3823		CDPHE	SUB10844536
3824		Texas Department of State Health Services	SUB10844689
3825		Colorado Department of Public Health and Environment	SUB10855520
3826		PrimBio Research Institute	SUB10855634
3827		Colorado Department of Public Health and Environment	SUB10856075
3828		NJDOH, Public Health and Environmental Laboratories	SUB10857588
3829		Shanghai Public Health Clinical Center	SUB10858903
3830		self	SUB10859815
3831		CDPH VBL	SUB10859895
3832		NJDOH, Public Health and Environmental Laboratories	SUB10861399
3833		CDPHE	SUB10861416
3834		CDPHE	SUB10861420
3835		CDPHE	SUB10861422
3836		CDPHE	SUB10861807
3837		Orange County Public Health Laboratory	SUB10862364
3838		Montana Public Health Laboratory	SUB10862365
3839		UWHC	SUB10862406
3840		Orange County Public Health Laboratory	SUB10862430
3841		UWHC	SUB10862457
3842		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10865604
3843		GMERS Medical College, Valsad	SUB10865604
3844		Smimer Medical College, Surat	SUB10865604
3845		Pangenomics, Ahmedabad	SUB10865604
3846		Unipath Speciality Laboratory Limited, Vadodara	SUB10865604
3847		Healthcare HCL Reference Laboratory, Surat	SUB10865604
3848		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10865604
3849		Sanjeevani Metropolis, Rajkot	SUB10865604
3850		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10865604
3851		Gujarat Adani Institute of Medical Sciences, Bhuj	SUB10865604
3852		Government Medical College, Surat	SUB10865604
3853		Pathocare Pathology laboratory,Vadodara	SUB10865604
3854		Neuberg Supratech Reference Laboratory, Surat	SUB10865614
3855		Invitro Speciality laboratory, Ahmedabad	SUB10865614
3856		Sanjeevani Metropolis, Rajkot	SUB10865614
3857		Scientific Diagnostic Centre Pvt. Ltd., Ahmedabad	SUB10865614
3858		P.D.U Medical College Rajkot	SUB10865614
3859		Zydus Hospital, Ahmedabad	SUB10865614
3860		Sunflower Laboratory, Ahmedabad	SUB10865614
3861		Pathocare Pathology laboratory,Vadodara	SUB10865614
3862		BJ Medical College, Ahmedabad	SUB10865614
3863		Northstar Pathology Lab, Ahmedabad	SUB10865614
3864		Rivaara Lab, Ahmedabad	SUB10865614
3865		Goverment Medical College, Bhavnagar	SUB10865614
3866		Cell care pathology laboratory, Ahmedabad	SUB10865614
3867		Desai Metropolis Health Service Pvt. Ltd, surat	SUB10865614
3868		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10865614
3869		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10865614
3870		Pangenomics, Ahmedabad	SUB10865614
3871		CDPHE	SUB10865667
3872		CDPHE	SUB10865671
3873		CDPHE	SUB10865675
3874		CDPHE	SUB10865680
3875		UWHC	SUB10865731
3876		Utah Public Health Laboratory	SUB10865751
3877		CDPH VBL	SUB10865765
3878		UWHC	SUB10865802
3879		NJDOH, Public Health and Environmental Laboratories	SUB10865834
3880		Orange County Public Health Laboratory	SUB10865858
3881		NJDOH, Public Health and Environmental Laboratories	SUB10865861
3882		Texas Department of State Health Services	SUB10866131
3883		Colorado Department of Public Health and Environment	SUB10866637
3884		North Carolina State Laboratory of Public Health	SUB10872299
3885		Colorado Department of Public Health and Environment	SUB10872368
3886		NJDOH, Public Health and Environmental Laboratories	SUB10872551
3887		Colorado Department of Public Health and Environment	SUB10872618
3888		Colorado Department of Public Health and Environment	SUB10872621
3889		New Mexico Department of Health Scientific Laboratory	SUB10872632
3890		Utah Public Health Laboratory	SUB10872768
3891		CDPH VBL	SUB10873055
3892		TPMG Regional Laboratory	SUB10878348
3893		Utah Public Health Laboratory	SUB10878379
3894		NJDOH, Public Health and Environmental Laboratories	SUB10878434
3895		UWHC	SUB10878475
3896		Montana Public Health Laboratory	SUB10878511
3897		UWHC	SUB10878560
3898		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10878606
3899			SUB10878606
3900		CAMBRIDGE HEALTH AND REHAB - 1106 GOLFVIEW DRIVE	SUB10878606
3901		HARRIS CO. JUV. DET. CTR. - 1200 CONGRESS	SUB10878606
3902		PARK MANOR WESTCHASE - 11910 RICHMOND AVE	SUB10878606
3903		BRAZOS TOWERS BAYOU MANOR - 4141 S BRAESWOOD	SUB10878606
3904		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10878606
3905		MAYOR&apos;S OFFICE - 8000 NORTH STADIUM DRIVE	SUB10878606
3906		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10878606
3907		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10878606
3908		NORTH HOUSTON - 9814 GRANT RD	SUB10878606
3909		MEMORIAL HERMANN - 6411 FANNIN	SUB10878606
3910		TSU - 3100 CLEBURNE ST.	SUB10878606
3911		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10878606
3912		SEVEN ACRES JEWISH - 6200 N BRAESWOOD BLVD	SUB10878606
3913		WINDSOR HOUSTON- 6920 T C Jester Blvd	SUB10878606
3914		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10878606
3915		FORT BEND JUVENILE - 122 GOLFVIEW	SUB10878606
3916		Montana Public Health Laboratory	SUB10878619
3917		SN Gene Lab. Private limited, Surat	SUB10887009
3918		Sanjeevani Metropolis, Rajkot	SUB10887009
3919		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10887009
3920		Green Cross Pathology &amp; Molecular Laboratory, Ahmedabad	SUB10887009
3921		Sterling Accuris, Bhavnagar	SUB10887009
3922		Green Cross Pathology Laboratory, Ahmedabad	SUB10887009
3923		Northstar Pathology Laboratory, Ahmedabad	SUB10887009
3924		BJ Medical College, Ahmedabad	SUB10887009
3925		GMERS Medical College, Gandhinagar	SUB10887009
3926		Banas Medical College, Palanpur, Banasknatha	SUB10887009
3927		Neuberg Supratech Reference Laboratory, Ahmedabad	SUB10887009
3928		Pangenomics International Pvt. Ltd, Ahmedabad	SUB10887009
3929		Pathocare Pathology Laboratory, Vadodara	SUB10887009
3930		Apollo Hospital International Limited, Ahmedabad	SUB10887009
3931		Unipath Speciality Laboratory Limited, Ahmedabad	SUB10887009
3932		Speciality Micro tech lab, Ahmedabad	SUB10887009
3933		Pramukhswami Medical college, Karamsad	SUB10887009
3934		Texas Department of State Health Services	SUB10889858
3935		Texas Department of State Health Services	SUB10889862
3936		Texas Department of State Health Services	SUB10889867
3937		UWHC	SUB10889945
3938		Bio Lab	SUB10894254
3939		Pomona Valley Hospital Medical Center	SUB10894254
3940		UCLA Clinical Micro Lab	SUB10894254
3941		Huntington Memorial Hospital	SUB10894254
3942		Martin Luther King Jr. Community Hospital	SUB10894254
3943		Martin Luther King, Jr. Outpatient Center	SUB10894254
3944		Providence Saint John&apos;s Health Center	SUB10894254
3945		Los Angeles County Public Health Laboratories	SUB10894254
3946		OmniPathology Laboratory	SUB10894254
3947		Torrance Memorial Medical Center	SUB10894254
3948		USC Clinical Lab	SUB10894254
3949		MD Laboratories	SUB10894254
3950		Olive View Medical Center	SUB10894254
3951		Palmdale Regional Medical Center	SUB10894254
3952		Quantgene Lab	SUB10894254
3953		PIH Health Whittier Hospital	SUB10894254
3954		Henry Mayo Newhall Hospital	SUB10894254
3955		UCLA Clinical Micro Lab	SUB10894270
3956		Providence Saint John&apos;s Health Center	SUB10894270
3957		PIH Health Whittier Hospital	SUB10894270
3958		Pomona Valley Hospital Medical Center	SUB10894270
3959		USC Clinical Lab	SUB10894270
3960		Henry Mayo Newhall Hospital	SUB10894270
3961		Olive View Medical Center	SUB10894270
3962		Huntington Memorial Hospital	SUB10894270
3963		Palmdale Regional Medical Center	SUB10894270
3964		WestPac Labs	SUB10894270
3965		Los Angeles County Public Health Laboratories	SUB10894270
3966		Bio Lab	SUB10894270
3967		Cedars-Sinai Medical Center	SUB10894270
3968		Torrance Memorial Medical Center	SUB10894270
3969		Fulgent Genetics	SUB10894270
3970		California Hospital Medical Center	SUB10894270
3971		Clarity Mobile Venture	SUB10894270
3972		TPMG Regional Laboratory	SUB10894829
3973		Pennsylvania Department of Health Bureau of Laboratories	SUB10896429
3974		Pennsylvania Department of Health Bureau of Laboratories	SUB10896464
